Unnamed: 0,title,judgement (manual),Content
50,curos-for-preventing-infections-when-using-needleless-connectors-pdf-64372055777989.pdf,Recommend With Restrictions (More Evidence), Curos disinfecting cap shows promise for preventing infections when using needleless connectors but there is currently insufficient evidence to support the case for routine adoption in the NHS  Research is therefore recommended to address uncertainties about the clinical benefits of using Curos This research should  determine if Curos adds value to the standard bundle of care for preventing infections when using needleless connectors  explore the use of Curos in people at high risk of infection including those whose condition is managed in the community  clearly define the patient groups included and use consistent outcomes NICE will facilitate this research in collaboration with the company clinical and academic partners and will update this guidance if or when substantive new evidence becomes available 
25,dyevert-systems-for-reducing-the-risk-of-acute-kidney-injury-in-coronary-and-peripheral-angiography-pdf-64372169991877.pdf,Recommend With Restrictions (More Evidence), DyeVert Systems show promise for reducing the risk of acute kidney injury AKI in coronary and peripheral angiography after using contrast media However there is not enough evidence to support the case for routine adoption This is because there is not enough good-quality evidence that using the system reduces AKI incidence after having contrast media  A randomised controlled trial is recommended to compare DyeVert Systems with standard care The aim of this research would be to address uncertainties about whether using DyeVert Systems reduces AKI incidence and rate of renal replacement therapy after using contrast media This must include people with stage  chronic kidney disease with an estimated glomerular filtration rate eGFR under  mlmin m who are at risk of AKI and need elective coronary or peripheral angiography Find out details of required outcomes in the section on further research in this guidance 
22,endosponge-for-treating-low-rectal-anastomotic-leak-pdf-64372175030725.pdf,Recommend With Restrictions (More Evidence), Endo-SPONGE shows promise for treating low rectal anastomotic leaks However there is not enough good-quality evidence to support the case for routine adoption in the NHS  Further evidence in the form of real-world data collection is recommended to address uncertainties about selection criteria patient-reported outcome measures stoma reversal and bowel function recovery compared with other treatments Find out more in the section on further research in this guidance 
41,episcissors60-for-mediolateral-episiotomy-pdf-64372060816837.pdf,Recommend With Restrictions (More Evidence), Episcissors- show promise for mediolateral episiotomy But there is currently not enough evidence to support the case for routine adoption in the NHS  Research is recommended to address uncertainties about the efficacy and safety of using Episcissors- This research should  determine if using Episcissors- in addition to other care bundle measures is more effective in achieving an optimal episiotomy angle and in preventing episiotomy-related obstetric anal sphincter injuries OASI than standard episiotomy scissors  include patient-reported outcome measures  address potential equality considerations by ensuring patients at greatest risk of OASI are recruited  determine the relative cost of using Episcissors- compared with standard episiotomy scissors 
57,humigard-for-preventing-inadvertent-perioperative-hypothermia-pdf-64371990272965.pdf,Recommend With Restrictions (More Evidence), HumiGard shows promise for preventing hypothermia during abdominal surgery There is however insufficient robust evidence to support the case for routine adoption particularly on using HumiGard to avoid important adverse outcomes and on how it affects resource use in open and laparoscopic surgery  Research is recommended on HumiGard compared with standard insufflation gases in patients having laparoscopic or open surgery alongside general measures to reduce the risk of perioperative hypothermia described in section  Research should report on the comparative rate of surgical site infections and other complications associated with hypothermia and normothermia as well as related resource use HumiGard for preventing inadvertent perioperative hypothermia MTG
53,mepilex-border-heel-and-sacrum-dressings-for-preventing-pressure-ulcers-pdf-64372049059525.pdf,Recommend With Restrictions (More Evidence), Mepilex Border Heel and Sacrum dressings show promise for preventing pressure ulcers in people who are considered to be at risk in acute care settings However there is currently insufficient evidence to support the case for routine adoption in the NHS  Research is recommended to address uncertainties about the claimed benefits of using Mepilex Border Heel and Sacrum dressings This research should also explore issues such as  the incidence of heel and sacrum pressure ulcers in NHS acute care settings  criteria for patient selection to reduce pressure ulcer incidence with Mepilex Border Heel and Sacrum dressings in addition to standard care NICE will consider reviewing this guidance when substantive new evidence becomes available 
17,mycopd-for-managing-chronic-obstructive-pulmonary-disease-pdf-64372183428805.pdf,Recommend With Restrictions (More Evidence), More research is recommended on myCOPD for managing chronic obstructive pulmonary disease COPD in adults Using it for self-managing COPD and remote pulmonary rehabilitation could provide significant patient and healthcare system benefits if uncertainties in the evidence are addressed  Research should compare myCOPD with standard care for  people who use it to self-manage COPD  people who are referred for pulmonary rehabilitation Find out more in the further research section of this guidance 
28,parafricta-bootees-and-undergarments-to-reduce-skin-breakdown-in-people-with-or-at-risk-of-pressure-ulcers-pdf-64371928127173.pdf,Recommend With Restrictions (More Evidence), Parafricta Bootees and Undergarments show potential to reduce the development and progression of skin damage caused by friction and shear in people with or at risk of pressure ulcers However more evidence for their effectiveness in clinical practice is needed to support the case for routine adoption of Parafricta Bootees and Undergarments in the NHS  Research is recommended to address uncertainties about the claimed patient and system benefits of using Parafricta Bootees and Undergarments This should take the form of comparative research against standard care preferably carried out in a hospital The research should include development of criteria to recognise people who would most benefit from the technology in both hospitals and community care NICE will explore the development of appropriate further evidence in collaboration with the technology sponsor and with clinical and academic partners and will update this guidance if and when substantive new evidence becomes available Parafricta Bootees and Undergarments to reduce skin breakdown in people with or at riskof pressure ulcers MTG
40,pneux-to-prevent-ventilatorassociated-pneumonia-pdf-64372062496453.pdf,Recommend With Restrictions (More Evidence), PneuX shows promise for preventing ventilator-associated pneumonia in adults However there is currently not enough good-quality evidence to support the case for routine adoption in the NHS  Research is recommended to address uncertainties about the clinical benefits of using PneuX This research should  assess whether PneuX reduces the incidence of ventilator-associated pneumonia in all people needing ventilation  compare PneuX with current NHS clinical practice that is the use of endotracheal tubes with subglottic drainage  evaluate PneuX within the care bundle for ventilator-associated pneumonia prevention  be clear about the criteria used to diagnose ventilator-associated pneumonia in the study 
21,sedaconda-acds-for-sedation-with-volatile-anaesthetics-in-intensive-care-pdf-64372178389957.pdf,Recommend With Restrictions (More Evidence), Sedaconda anaesthetic conserving device-S Sedaconda ACD-S is recommended as a cost-saving option for delivering inhaled sedation in an intensive care setting when the volatile anaesthetics isoflurane or sevoflurane are being considered  Further research is recommended to identify any health conditions or groups of patients that would benefit more from inhaled sedation with Sedaconda ACD-S than from standard care Please see the section on further research for more details 
37,sem-scanner-200-for-preventing-pressure-ulcers-pdf-64372111205317.pdf,Recommend With Restrictions (More Evidence), SEM Scanner  with visual skin assessment shows promise for preventing pressure ulcers However there is not enough good-quality evidence to support the case for routine adoption in the NHS  A randomised controlled trial is recommended to address uncertainties about the clinical benefits of using the scanner compared with standard risk assessment This should assess  using the scanner plus visual skin assessment compared with visual skin assessment alone for identifying pressure ulcer risk  whether changes in clinical decision making from using the scanner reduce pressure ulcer incidence  the clinical benefits and resource impact of using the scanner in different care settings  the clinical benefits for different skin tones  how well the scanner works across populations with a range of comorbidities  patient-related outcome measures 
64,the-mist-therapy-system-for-the-promotion-of-wound-healing-pdf-1788114109381.pdf,Recommend With Restrictions (More Evidence), The MIST Therapy system shows potential to enhance the healing of chronic hard-to-heal complex wounds compared with standard methods of wound management If this potential is substantiated then MIST could offer advantages to both patients and the NHS  The amount and quality of published evidence on the relative effectiveness of the MIST Therapy system is not sufficient at the time of writing to support the case for routine adoption of the MIST Therapy system in the NHS  Comparative research is recommended in the UK to reduce uncertainty about the outcomes of patients with chronic hard-to-heal complex wounds treated by the MIST Therapy system compared with those treated by standard methods of wound care This research should define the types and chronicity of wounds being treated and the details of other treatments being used It should report healing rates durations of treatment including debridement needed to achieve healing and quality of life measures including quality of life if wounds heal only partially It is recommended that centres using the MIST Therapy system take part in research that delivers these outcomes Current users of the MIST Therapy system who are unable to join research studies should use NICEs audit criteria to collect further information on healing rates duration of treatment and quality of life and publish their results The MIST Therapy system for the promotion of wound healing MTG NICE will review this guidance when new and substantive evidence becomes available The MIST Therapy system for the promotion of wound healing MTG
3,urgostart-for-treating-diabetic-foot-ulcers-and-leg-ulcers-pdf-64372052418757.pdf,Recommend With Restrictions (More Evidence), UrgoStart is recommended as a cost saving option to treat diabetic foot ulcers and venous leg ulcers  There is not enough evidence to support the case for routine adoption of UrgoStart for non-venous leg ulcers 
18,uroshield-for-preventing-catheterassociated-urinary-tract-infections-pdf-64372185108421.pdf,Recommend With Restrictions (More Evidence), More research is recommended on UroShield for preventing catheter-associated urinary tract infections UTIs It has potential to provide significant patient and healthcare system benefits but uncertainties in the evidence need to be addressed  Research should be comparative and it should address uncertainties about the effectiveness of UroShield in preventing catheter-associated UTIs and other catheter-related complaints such as blockages Find out more in the further research section of this guidance 
36,zio-xt-for-detecting-cardiac-arrhythmias-pdf-64372112884933.pdf,Recommend With Restrictions (More Evidence), Zio XT is recommended as an option for people with suspected cardiac arrhythmias who would benefit from ambulatory electrocardiogram ECG monitoring for longer than  hours only if NHS organisations collect information on  resource use associated with use of Zio XT  longer-term clinical consequences for people who have monitoring with Zio XT such as incidences of further stroke transient ischaemic attack and other thromboembolisms arrhythmia-related hospitalisations mortality uptake of anticoagulants or other changes in medication related to the monitoring result  Evidence shows that Zio XT is convenient and easy to wear with an improved diagnostic yield a measure of how many people with cardiac arrhythmia are diagnosed compared with standard -hour Holter monitoring The technology is likely to be cost neutral or cost saving compared with -hour Holter monitoring but more evidence is needed  NHS organisations using Zio XT should make sure that the service complies with general data protection regulations GDPR and that informed consent covers how a persons data will be used 
2,aposhealth-for-knee-osteoarthritis-pdf-64372240535749.pdf,Recommend With Restrictions (Prerequisite), AposHealth is recommended as a cost-saving option to manage knee osteoarthritis in adults only if  non-surgical standard care has not worked well enough and  their condition meets the referral criteria for total knee replacement surgery but they do not want surgery and  data is collected on the persons quality of life health resource use and if they have knee replacement surgery in the long term  Further research is recommended on AposHealth for  people with knee osteoarthritis that meets the referral criteria for total knee replacement surgery but who cannot have surgery because it would be unsafe  people whose condition does not meet the referral criteria for total knee replacement surgery Find out more in the further research section in this guidance 
6,axonics-sacral-neuromodulation-system-for-treating-refractory-overactive-bladder-pdf-64372109525701.pdf,Recommend With Restrictions (Prerequisites), Evidence supports the case for adopting Axonics sacral neuromodulation SNM system for treating refractory overactive bladder in the NHS Axonics SNM system improves symptoms and quality of life It also has a longer battery life than the non-rechargeable system used in NHS clinical practice  Axonics SNM system should be considered as an option for people with refractory overactive bladder that is when conservative treatment or treatment with medicine has not worked in line with NICEs guidelines on urinary incontinence and pelvic organ prolapse and lower urinary tract symptoms Axonics SNM system is small and does not need to be removed for most types of MRI scans so it may be useful for people with a low body mass index BMI or when an MRI is likely  Cost modelling estimates that over  years Axonics SNM system is cost saving compared with the non-rechargeable system by about  per person Cost savings are estimated to begin  years after implant This is because the device needs to be replaced less frequently than the non-rechargeable system assuming Axonics has a life span of at least  years For more details see the NICE resource impact statement 
48,endocuff-vision-for-assisting-visualisation-during-colonoscopy-pdf-64372057457605.pdf,Recommend With Restrictions (Prerequisites), Evidence supports the case for adopting Endocuff Vision in the NHS because it improves the adenoma detection rate during colonoscopy particularly for people having a colonoscopy as part of bowel cancer screening  Endocuff Vision should be considered as an option for people having a colonoscopy as part of bowel cancer screening following a positive stool test There is limited evidence for the benefits of Endocuff Vision in a non-screening population  Cost modelling shows that for people having a colonoscopy as part of bowel cancer screening using Endocuff Vision is cost saving Savings are related to the adenoma detection rate for a colonoscopist with a baseline adenoma detection rate of  using Endocuff Vision saves  per patient over  years compared with standard colonoscopy 
9,faecal-microbiota-transplant-for-recurrent-clostridioides-difficile-infection-pdf-64372232137669.pdf,Recommend With Restrictions (Prerequisites), Faecal microbiota transplant FMT is recommended as an option to treat recurrent Clostridioides difficile infection in adults who have had  or more previous confirmed episodes  FMT treatment is cheaper than almost all treatment options with antibiotics It is not cost saving compared with vancomycin taper pulse if its given using an enema However FMT via enema would only be an option for the minority of people who cannot have FMT by another route 
43,gammacore-for-cluster-headache-pdf-64372059137221.pdf,Recommend With Restrictions (Prerequisites), Evidence supports the case for adopting gammaCore to treat cluster headache in the NHS gammaCore reduces the frequency and intensity of cluster headache attacks and improves quality of life  gammaCore is not effective in everyone with cluster headache Treatment with gammaCore should only continue for people whose symptoms reduce in the first  months  Cost modelling estimates that in the first year of treatment adding gammaCore to standard care is cost saving compared with standard care alone by an average of  per person This cost saving  assumes that the first -month period of gammaCore use is offered by the company free of charge  largely results from less use of subcutaneous sumatriptan 
5,optilume-for-treating-recurrent-bulbar-urethral-strictures-pdf-64372235496901.pdf,Recommend With Restrictions (Prerequisites), Optilume is recommended as an option to treat recurrent bulbar urethral strictures in adults only if comparative data is collected on  patient-reported outcome measures  reintervention rates  Find out details of required outcomes in the section on further research 
14,peristeen-plus-transanal-irrigation-system-for-managing-bowel-dysfunction-pdf-64371998671045.pdf,Recommend With Restrictions (Prerequisites), The case for adopting Peristeen Plus for transanal irrigation in people with bowel dysfunction is supported by the evidence Peristeen Plus can reduce the severity of constipation and incontinence improve quality of life and promote dignity and independence  Peristeen Plus may not be suitable for all people with bowel dysfunction It may take several weeks before a person is comfortable with using Peristeen Plus and some people may choose to stop using it Peristeen Plus is therefore most effective when it is offered with specialist training for users carers and NHS staff and structured patient support  Cost modelling for Peristeen Plus is uncertain but it is likely that Peristeen Plus provides additional clinical benefits without costing more than standard bowel care  Peristeen Plus transanal irrigation system for managing bowel dysfunction MTG
52,senza-spinal-cord-stimulation-system-for-delivering-hf10-therapy-to-treat-chronic-neuropathic-pain-pdf-64372050739141.pdf,Recommend With Restrictions (Prerequisites), The case for adopting Senza spinal cord stimulation SCS for delivering HF therapy as a treatment option for chronic neuropathic back or leg pain after failed back surgery is supported by the evidence HF therapy using Senza SCS is at least as effective as low-frequency SCS in reducing pain and functional disability and avoids the experience of tingling sensations paraesthesia  Senza SCS for delivering HF therapy should be considered for patients  with residual chronic neuropathic back or leg pain at least  mm on a  mm to  mm visual analogue scale at least  months after back surgery despite conventional medical management and  who have had a successful trial of stimulation as part of a wider assessment by a multidisciplinary team  Patients with other causes of neuropathic pain were included in the evaluation and may be considered for HF therapy using Senza SCS but any additional benefits compared with low-frequency SCS are less certain Cost modelling indicates that over  years HF therapy using Senza SCS has similar costs to low-frequency SCS using either a rechargeable or non-rechargeable device  Clinicians implanting SCS devices including Senza should submit timely and complete data to the UK Neuromodulation Registry  When assessing the severity of pain and the trial of stimulation the multidisciplinary team should be aware of the need to ensure equality of access to treatment with SCS Tests to assess pain and response to SCS should take into account a persons disabilities such as physical or sensory disabilities or linguistic or other communication difficulties and may need to be adapted 
16,sleepio-to-treat-insomnia-and-insomnia-symptoms-pdf-64372230458053.pdf,Recommend With Restrictions (Prerequisites), Sleepio is recommended as a cost saving option for treating insomnia and insomnia symptoms in primary care for people who would otherwise be offered sleep hygiene or sleeping pills  For people who may be at higher risk of other sleep disorder conditions such as in pregnancy or in people with comorbidities a medical assessment should be done before referral to Sleepio  More research or data collection is recommended on Sleepio for people who are eligible for face-to-face cognitive behavioural therapy for insomnia CBT-I in primary care This is because there is limited clinical evidence to show how effective Sleepio is compared with face-to-face CBT-I Find out more in the further research section 
34,the-vac-veraflo-therapy-system-for-acute-infected-or-chronic-wounds-that-are-failing-to-heal-pdf-64372116244165.pdf,Recommend With Restrictions (Prerequisites), The VAC Veraflo Therapy system shows promise for treating acute infected or chronic wounds that are not healing However there is not enough good-quality evidence to support the case for routine adoption  Research in the form of a randomised controlled trial is recommended to show clinically meaningful benefits for the VAC Veraflo Therapy system wound instillation with negative pressure therapy compared with negative pressure wound therapy alone A key outcome should be time to wound closure 
